title,subTitle,totalScore,categoryName,address,locatedIn,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
washing machine Refrigerator and Microwave Oven AC repair center in bangalore,,3,Washer & dryer repair service,"60, 17th B Main Rd, KHB Block Koramangala, 5th Block, Koramangala, Bengaluru, Karnataka 560047",,"WJMC+WW Bengaluru, Karnataka",,,,,,141,ChIJ-6No_FQVrjsR82SO_pT94gE,"https://www.google.com/maps/place/washing+machine+Refrigerator+and+Microwave+Oven+AC+repair+center+in+bangalore/@12.934794,77.6200672,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1554fc68a3fb:0x1e2fd94fe8e64f3!8m2!3d12.934794!4d77.6222559?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0075734,77.4943982,11z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.934794,""lng"":77.6222559}",2021-02-08T16:12:38.789Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
"Washing Machine, Refrigerator, Microwave Oven, Air Conditioner repair Center in Bangalore",,,Microwave oven repair service,"7, Nanjappa Rd, Bheemanna Garden, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka 560027",,"XH5V+2Q Bengaluru, Karnataka",,,,,,177,ChIJQVnuyk8VrjsRQb-yHJNpYQQ,"https://www.google.com/maps/place/Washing+Machine,+Refrigerator,+Microwave+Oven,+Air+Conditioner+repair+Center+in+Bangalore/@12.9575977,77.5922244,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae154fcaee5941:0x46169931cb2bf41!8m2!3d12.9575977!4d77.5944131?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9575977,""lng"":77.5944131}",2021-02-08T16:12:27.694Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Respire Cool Conditions,,4,Air conditioning repair service,"18/7, 2nd Main Rd, Jaya Nagar 1st Block, Byrasandra, Jayanagar, Bengaluru, Karnataka 560011",,"WHMR+C4 Bengaluru, Karnataka",business.google.com,,,,,136,ChIJkRhAqbwVrjsRThJrzAsfsQk,"https://www.google.com/maps/place/Respire+Cool+Conditions/@12.9335247,77.5881378,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15bca9401891:0x9b11f0bcc6b124e!8m2!3d12.9335247!4d77.5903265?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9335247,""lng"":77.5903265}",2021-02-08T16:12:48.357Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipMh7zWJ-NeLWpNbg-RsoNrdvPsoII-QcK158fX1=w1920-h1080-k-no""]"
Edge Frost Systems Pvt.Ltd,,5,Air conditioning repair service,"Maruthi Mansion, No 6, Forum Mall, S.G. Palya, Bengaluru, Karnataka 560029",,"WJP6+W8 Bengaluru, Karnataka",,,,,,174,ChIJj9_zKqoVrjsRYCYrxQfj_ec,"https://www.google.com/maps/place/Edge+Frost+Systems+Pvt.Ltd/@12.9373235,77.6086001,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15aa2af3df8f:0xe7fde307c52b2660!8m2!3d12.9373235!4d77.6107888?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9373235,""lng"":77.6107888}",2021-02-08T16:12:49.837Z,,,35,35,"[""https://lh5.googleusercontent.com/p/AF1QipN_g4EErr5HhEY_CRoAYGgT_DSunlbD0JAclJ5R=w1920-h1080-k-no""]"
AR Cooling Systems,,,HVAC contractor,"456, 1st Cross Rd, Dargah Mohalla, Jyothi Puram, Dooravani Nagar, Bengaluru, Karnataka 560016",,"XMXC+GV Bengaluru, Karnataka",,,,,,171,ChIJyUMr8CYRrjsR6Dsgni3rMfg,"https://www.google.com/maps/place/AR+Cooling+Systems/@12.9988353,77.6700293,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1126f02b43c9:0xf831eb2d9e203be8!8m2!3d12.9988353!4d77.672218?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9988353,""lng"":77.672218}",2021-02-08T16:12:38.541Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipMHPkgLOrwPnwaSOGBUs6dqkgK9qG6Y_mw1xApC=w1920-h1080-k-no""]"
LG AC Washing Machine Refrigerator Service Center Bangalore,,,Washer & dryer repair service,"4th Main Rd, Chinnayanpalya, Wilson Garden, Bengaluru, Karnataka 560030",,"WJX2+39 Bengaluru, Karnataka",,,1,,,140,ChIJ9WNZ1jkVrjsRVqSH0c5KdyM,"https://www.google.com/maps/place/LG+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@12.9477451,77.5986962,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1539d65963f5:0x23774aced187a456!8m2!3d12.9477451!4d77.6008849?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9477451,""lng"":77.6008849}",2021-02-08T16:12:40.397Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Seven S Star,,,Air conditioning repair service,"7th Cross, Bommanahalli, Hosur Main Road, Bengaluru, Karnataka 560068",,"VJXM+5R Bengaluru, Karnataka",,098442 02706,,,,166,ChIJudeh8b4UrjsRCE7_oeLJgVk,"https://www.google.com/maps/place/Seven+S+Star/@12.8979468,77.6323613,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14bef1a1d7b9:0x5981c9e2a1ff4e08!8m2!3d12.8979468!4d77.63455?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.8979468,""lng"":77.63455}",2021-02-08T16:12:41.352Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Air-conditioning sales,,,Air conditioning repair service,"Audugodi Police Quarters, Adugodi, Bengaluru, Karnataka 560030",,"WJR6+55 Bengaluru, Karnataka",,,1,,,138,ChIJU5SU35sVrjsRNmv3sS1-cpY,"https://www.google.com/maps/place/Air-conditioning+sales/@12.9404877,77.6082751,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae159bdf949453:0x96727e2db1f76b36!8m2!3d12.9404877!4d77.6104638?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9404877,""lng"":77.6104638}",2021-02-08T16:12:43.891Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
"Washing Machine, Refrigerator, Microwave Oven, Air Conditioner repair Center in Bangalore",,5,Microwave oven repair service,"16/16, 4th Main Rd, Lakkasandra, Laljinagar, Wilson Garden, Bengaluru, Karnataka 560030",,"WHRX+VQ Bengaluru, Karnataka",onida.com,,,,,132,ChIJt-JRHoQVrjsRLyHqa5So05E,"https://www.google.com/maps/place/Washing+Machine,+Refrigerator,+Microwave+Oven,+Air+Conditioner+repair+Center+in+Bangalore/@12.9421593,77.5972633,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15841e51e2b7:0x91d3a8946bea212f!8m2!3d12.9421593!4d77.599452?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9421593,""lng"":77.599452}",2021-02-08T16:13:05.190Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Fort engineering international,,4.7,Air conditioning repair service,"421, 17th D Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560047",,"WJM9+QF Bengaluru, Karnataka",fortengg.com,080 2550 3055,,,,115,ChIJN5nKZkUUrjsRH6D95PZmhzo,"https://www.google.com/maps/place/Fort+engineering+international/@12.9343833,77.616481,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae144566ca9937:0x3a8766f6e4fda01f!8m2!3d12.9343833!4d77.6186697?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9343833,""lng"":77.6186697}",2021-02-08T16:13:08.404Z,,,12,12,"[""https://lh5.googleusercontent.com/p/AF1QipP2hCcw7No1eu-LSHrHsH7rltVOj_JkbDUwsqeh=w1920-h1080-k-no""]"
Washing Machine and Refrigerator and Microwave oven and AC service center in bangalore,,2,Appliance repair service,"Sathi Complex, Lal Bagh Main Rd, Srinivas Colony, Sudhama Nagar, Bengaluru, Karnataka 560027",,"XH6V+V2 Bengaluru, Karnataka",godrejappliances.com,,1,,,106,ChIJhTGgzAwVrjsRdpAJz1B0NZg,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+service+center+in+bangalore/@12.9621491,77.5903459,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae150ccca03185:0x98357450cf099076!8m2!3d12.9621491!4d77.5925346?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9621491,""lng"":77.5925346}",2021-02-08T16:13:13.547Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
WKS Cool Works,,3.3,Air conditioning repair service,"14th Cross Road, #37, 11th Main Rd, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560030",,"WHWX+69 Bengaluru, Karnataka",,093428 10997,,,,122,ChIJxdYjPskVrjsRdHRtvKbSAyM,"https://www.google.com/maps/place/WKS+Cool+Works/@12.9455791,77.5962071,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15c93e23d6c5:0x2303d2a6bc6d7474!8m2!3d12.9455791!4d77.5983958?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z/data=!3m1!4b1?hl=en",AC Repair in Bangalore,"{""lat"":12.9455791,""lng"":77.5983958}",2021-02-08T16:13:20.360Z,,,7,7,"[""https://lh5.googleusercontent.com/p/AF1QipMaPTBVI7_1eKgoYN8-cTfGuMtY77nqt1hQpoz5=w1920-h1080-k-no""]"
Air Cool Solutions,,5,Air conditioning repair service,"#59/1, 8th 'A' Cross ,, New Gurappanapalya, ( Near Jayadeva Hospital ), Bannerghatta Main Road, Bengaluru, Karnataka 560029",,"WJC3+MH Bengaluru, Karnataka",air-coolsolution.business.site,099161 61033,,,,94,ChIJzQW5kAAVrjsR4o9k2u27HUM,"https://www.google.com/maps/place/Air+Cool+Solutions/@12.921661,77.6017163,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae150090b905cd:0x431dbbedda648fe2!8m2!3d12.921661!4d77.603905?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.921661,""lng"":77.603905}",2021-02-08T16:13:23.364Z,,,49,49,"[""https://lh5.googleusercontent.com/p/AF1QipNDNplD7DL5ZxzBMaXs5eE_FZdubvroUqHfg7Y3=w1920-h1080-k-no""]"
LG AC Refrigerator Washing Machine Service Center Bangalore,,,Refrigerator repair service,"Richmond Town, Bengaluru, Karnataka 560025",,"XJ73+99 Bengaluru, Karnataka",,,,,,117,ChIJCb88uqAVrjsRZB6iDSC3jaM,"https://www.google.com/maps/place/LG+AC+Refrigerator+Washing+Machine+Service+Center+Bangalore/@12.9633775,77.6012991,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15a0ba3cbf09:0xa38db7200da21e64!8m2!3d12.9633775!4d77.6034878?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9633775,""lng"":77.6034878}",2021-02-08T16:13:08.616Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Blue bird Air Conditioning,,4.5,Air conditioning repair service,"56 , 1st , sudhamanagar, behind passport office Banagalore, Bengaluru, Karnataka 560027",,"XH4P+XW Bengaluru, Karnataka",business.site,099641 85033,,,,98,ChIJid1ZJLYVrjsRiTFSj0jKkxA,"https://www.google.com/maps/place/Blue+bird+Air+Conditioning/@12.9574442,77.5851287,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15b62459dd89:0x1093ca488f523189!8m2!3d12.9574442!4d77.5873174?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9574442,""lng"":77.5873174}",2021-02-08T16:13:26.988Z,,,33,33,"[""https://lh5.googleusercontent.com/p/AF1QipPYosubQuFZgAI0JGUxRl2aaf6Rr_AtoHR3WkOZ=w1920-h1080-k-no""]"
washing machine Refrigerator Microwave Oven AC repair center in bangalore,,,Washer & dryer repair service,"Saptgiri Niwas, 2nd C Main Rd, Mallappa Reddy Layout, Koramangala, Bengaluru, Karnataka 560030",,"WJV9+W5 Bengaluru, Karnataka",,,,,,109,ChIJ5eyVjnwVrjsRHmtDbxoDAsk,"https://www.google.com/maps/place/washing+machine+Refrigerator+Microwave+Oven+AC+repair+center+in+bangalore/@12.9448017,77.6157693,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae157c8e95ece5:0xc902031a6f436b1e!8m2!3d12.9448017!4d77.617958?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9448017,""lng"":77.617958}",2021-02-08T16:13:14.499Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
K.M.Aircon Private Limited,,4.7,Air conditioning repair service,"B.N.R.K Tower m#891/A, 2nd floor, 7th main road, 1st block, Koramangala, Bengaluru, Karnataka 560034",,"WJJM+5H Bengaluru, Karnataka",kmaircon.in,080 4111 3487,,,,89,ChIJSR-Z2WYUrjsRXoDQE8bJAeg,"https://www.google.com/maps/place/K.M.Aircon+Private+Limited/@12.930467,77.6317522,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1466d9991f49:0xe801c9c613d0805e!8m2!3d12.930467!4d77.6339409?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.930467,""lng"":77.6339409}",2021-02-08T16:13:38.399Z,,,13,13,"[""https://lh6.googleusercontent.com/proxy/lD5gh9lhUaex51qvjfcwE59m0jB6MM1JIFaaWrVnlszJTnE8rYs7FcE4mxrkYQy-B4vQMwNJVGP76ugygM9iRwMySTWICLmCpInLvs5xTe-NtlayNfgn3Iw4QgYNzrL4ipozIEp_hx5w5yoW_P20h0LwVp0=w1920-h1080-k-no""]"
AIR CONDITIONER SERVICE,,1.7,Air conditioning repair service,"No.29, Hosa Rd, opp. Oxford School, Parappana Agrahara, Bengaluru, Karnataka 560100",,"VMG9+G3 Bengaluru, Karnataka",,,,,,55,ChIJr68UME8TrjsRxgKuun7c_7I,"https://www.google.com/maps/place/AIR+CONDITIONER+SERVICE/@12.8763474,77.6654365,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae134f3014afaf:0xb2ffdc7ebaae02c6!8m2!3d12.8763474!4d77.6676252?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.8763474,""lng"":77.6676252}",2021-02-08T16:13:38.477Z,,,6,6,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Aqsa Air Conditioners Pvt Ltd,,5,Air conditioning repair service,"60, 31st Main Rd, BTM 2nd Stage, EWS Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",,"WJ78+H7 Bengaluru, Karnataka",,,,,,86,ChIJHdN1BfsUrjsRFgsf-11SINM,"https://www.google.com/maps/place/Aqsa+Air+Conditioners+Pvt+Ltd/@12.9139955,77.6135447,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14fb0575d31d:0xd320525dfb1f0b16!8m2!3d12.9139955!4d77.6157334?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9139955,""lng"":77.6157334}",2021-02-08T16:13:42.395Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Samsung ac repair and servicing,,5,Air conditioning repair service,,,,,,1,,,28,ChIJi-MpPhkXrjsR2yP6M6vzE8o,"https://www.google.com/maps/place/Samsung+ac+repair+and+servicing/@12.9412605,77.3016447,10z/data=!3m1!4b1!4m5!3m4!1s0x3bae17193e29e38b:0xca13f3ab33fa23db!8m2!3d12.94141!4d77.58184?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.94141,""lng"":77.58184}",2021-02-08T16:13:45.804Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipMmlyeN8YyCvd6oKFGKkXTnqisXVKvAhCuc7mz3=w1920-h1080-k-no""]"
AC Repair & Service in Bangalore,,4.5,Repair service,"No 3, 3rd floor, 20th Main Rd, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560034",,"WJQ9+8G Bengaluru, Karnataka",business.site,081051 01000,,,,23,ChIJB9g2lVkVrjsR7tCL-X7JXRw,"https://www.google.com/maps/place/AC+Repair+%26+Service+in+Bangalore/@12.9382908,77.6166495,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15599536d807:0x1c5dc97ef98bd0ee!8m2!3d12.9382908!4d77.6188382?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9382908,""lng"":77.6188382}",2021-02-08T16:13:47.704Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
AC Installation repair service | AC repair in Bangalore | washing machine | refrigerator - BAS,,4.9,Washer & dryer repair service,"ll Stage, #96, 2nd Cross Rd, Pragathipur, Banashankari, Bengaluru, Karnataka 560070",,"WHF2+HM Bengaluru, Karnataka",bangaloreapplianceservices.in,091130 69528,,,,29,ChIJN4xsy00_rjsRH_XYE4b9Ipc,"https://www.google.com/maps/place/AC+Installation+repair+service+%7C+AC+repair+in+Bangalore+%7C+washing+machine+%7C+refrigerator+-+BAS/@12.923977,77.5494953,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3f4dcb6c8c37:0x9722fd8613d8f51f!8m2!3d12.9239398!4d77.5517675?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9239398,""lng"":77.5517675}",2021-02-08T16:13:52.533Z,,,8,8,"[""https://lh5.googleusercontent.com/p/AF1QipNOv8xwOv1LtDbOMmhX-M455sAUUbZ4RCwVmWMA=w1920-h1080-k-no""]"
"SS Cooling Engineers | AC repair Bangalore | AC service and Installations | AC Repair near me | Split AC repair, installation, Uninstallation and repair service in Bangalore | Washing machine service in Bangalore | Refrigerator service in Bangalore",,4.8,Air conditioning repair service,"6, 7th Cross Rd, SMS Layout, OLd Gurappanapalya, BTM Layout, Bengaluru, Karnataka 560029",,"WJF3+8P Bengaluru, Karnataka",sscoolingengineers.com,086606 66323,,,,34,ChIJTW8WsAAVrjsRG0XH21CUg7U,"https://www.google.com/maps/place/SS+Cooling+Engineers+%7C+AC+repair+Bangalore+%7C+AC+service+and+Installations+%7C+AC+Repair+near+me+%7C+Split+AC+repair,+installation,+Uninstallation+and+repair+service+in+Bangalore+%7C+Washing+machine+service+in+Bangalore+%7C+Refrigerator+service+in+Bangalore/@12.9233198,77.6021462,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1500b0166f4d:0xb5839450dbc7451b!8m2!3d12.9233198!4d77.6043349?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9427354,76.7332086,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9233198,""lng"":77.6043349}",2021-02-08T16:13:56.437Z,,,6,6,"[""https://lh5.googleusercontent.com/p/AF1QipMjbB6ogHOgzFzbwMe4qD7laB1iXR6KzVKfMLQZ=w1920-h1080-k-no""]"
HM classic refrigeration and air condition,,4.9,Air conditioning repair service,"#1145, 16th B main road yelahanka new town, Bengaluru, Karnataka 560064",,"3HVJ+PF Bengaluru, Karnataka",business.site,098454 76357,,,,19,ChIJsz588mYYrjsR-CwtiwmWDMM,"https://www.google.com/maps/place/HM+classic+refrigeration+and+air+condition/@13.094299,77.5789603,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1866f27c3eb3:0xc30c96098b2d2cf8!8m2!3d13.094299!4d77.581149?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.061197,77.6221196,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.094299,""lng"":77.581149}",2021-02-08T16:14:29.238Z,,,35,35,"[""https://lh5.googleusercontent.com/p/AF1QipOo1bF8ZmssNmaXCO0iMvGGqCWOSKN0oT2oOOee=w1920-h1080-k-no""]"
GP CAR AC SERVICE,,4.5,Air conditioning repair service,"No:07,1st A Cross,Muthyalamma Nagar,MES Road,Near Appolo Medical and, opposite CANARA BANK ATM, Bengaluru, Karnataka 560054",,"2GRX+XJ Bengaluru, Karnataka",business.site,099005 63861,,,,9,ChIJjXbmHkU9rjsRIRiF2dIyU1A,"https://www.google.com/maps/place/GP+CAR+AC+SERVICE/@13.0424582,77.5468936,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d451ee6768d:0x505332d2d9851821!8m2!3d13.0424582!4d77.5490823?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.061197,77.6221196,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0424582,""lng"":77.5490823}",2021-02-08T16:14:34.174Z,,,31,31,"[""https://lh5.googleusercontent.com/p/AF1QipOqPmCMIQSUjOrNth-1eLEf2CQTek1MYyeLySW8=w1920-h1080-k-no""]"
daikin,,5,Air conditioning repair service,"#324/1 4th cross, 5th main, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka 560013",,"2GWX+PJ Bengaluru, Karnataka",daikinindia.com,,,,,60,ChIJIUB4tU89rjsRFev1FtaLmAk,"https://www.google.com/maps/place/daikin/@13.0467768,77.546831,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d4fb5784021:0x9988bd616f5eb15!8m2!3d13.0467768!4d77.5490197?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0586307,76.7809861,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0467768,""lng"":77.5490197}",2021-02-08T16:14:42.218Z,,,3,3,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Washing Machine and Refrigerator and Microwave oven and AC Service Center in Sanjaynagar,,,Air conditioning repair service,"1st Cross Rd, Byrappa Layout, Sanjaynagar, Bengaluru, Karnataka 560094",,"2HRF+P8 Bengaluru, Karnataka",godrejappliances.com,,,,,16,ChIJp9zUAzUXrjsRFtpWEkeFHpo,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+Service+Center+in+Sanjaynagar/@13.0417707,77.5711735,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae173503d4dca7:0x9a1e85471256da16!8m2!3d13.0417707!4d77.5733622?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.061197,77.6221196,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0417707,""lng"":77.5733622}",2021-02-08T16:14:27.803Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
S.S.Coolers,,3.3,Air conditioning repair service,"No.28/1,3rd Main Road,3rd Cross, Mathikere, near Govt.School, Bengaluru, Karnataka 560054",,"2HM6+JH Bengaluru, Karnataka",,099459 20244,,,,57,ChIJs71--l89rjsRUD08QQvgFxU,"https://www.google.com/maps/place/S.S.Coolers/@13.034103,77.5592333,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d5ffa7ebdb3:0x1517e00b413c3d50!8m2!3d13.034103!4d77.561422?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0586307,76.7809861,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.034103,""lng"":77.561422}",2021-02-08T16:14:42.981Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipNnyLleSwNYjHw5UMkGy2OxM29hRjYala1NraST=w1920-h1080-k-no""]"
Airmatrix cooling system,,1,Air conditioning contractor,"#26, 2nd floor, Adityanagar , Vidyaranyapura, Bengaluru, Karnataka 560097",,"3HP4+R3 Bengaluru, Karnataka",,099456 60090,,,,123,ChIJ_eGUdpsirjsR4a_giewnJog,"https://www.google.com/maps/place/Airmatrix+cooling+system/@13.08706,77.5530226,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae229b7694e1fd:0x882627ec89e0afe1!8m2!3d13.08706!4d77.5552113?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0586307,76.7809861,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.08706,""lng"":77.5552113}",2021-02-08T16:14:52.033Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Crystal Cool Care Associates,,2.9,Air conditioning repair service,"36/4, 5th Cross Rd, 5th Block, L N Colony, Yeswanthpur, Bengaluru, Karnataka 560022",,"2HF4+8J Bengaluru, Karnataka",,088847 84434,,,,50,ChIJvyXAomQ9rjsRT-wZxpJJ2Rg,"https://www.google.com/maps/place/Crystal+Cool+Care+Associates/@13.0233269,77.5544162,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d64a2c025bf:0x18d94992c619ec4f!8m2!3d13.0233269!4d77.5566049?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0586307,76.7809861,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0233269,""lng"":77.5566049}",2021-02-08T16:14:53.464Z,,,8,8,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
venture cooling solutionz,,5,HVAC contractor,"#311,1st Floor 2nd cross, Hesarghatta Main Rd, opp. Gangamma Temple, Chikkabanavara, Bengaluru, Karnataka 560090",,"3GJ2+V6 Bengaluru, Karnataka",business.site,,,,,151,ChIJWdO8moUjrjsRmoguRxn-J20,"https://www.google.com/maps/place/venture+cooling+solutionz/@13.0821704,77.4983152,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae23859abcd359:0x6d27fe19472e889a!8m2!3d13.0821704!4d77.5005039?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0075734,77.4943982,11z?hl=en",AC Repair in Bangalore,"{""lat"":13.0821704,""lng"":77.5005039}",2021-02-08T16:14:56.463Z,,,5,5,"[""https://lh5.googleusercontent.com/p/AF1QipMYzbPUgcQj8aZ2eiBU-w_oZxMTKz9M1WXynwDY=w1920-h1080-k-no""]"
