title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
Ups Inverter Batteries Sales Services Hire/Rental Bangalore,,4.9,Inverter & UPS Manufacturer,"Sri Ram Temple Road, NO 10, 3rd Cross Rd, Ejipura, Bengaluru, Karnataka 560047",,"Sri Ram Temple Road, NO 10, 3rd Cross Rd","Sri Ram Temple Road, NO 10, 3rd Cross Rd",Bengaluru,560047,Karnataka,IN,"WJRG+VP Bengaluru, Karnataka",gravitypowersolution.com,090195 78587,,,,244,ChIJmyucfkMVrjsRgDH_3YVttno,"https://www.google.com/maps/place/Ups+Inverter+Batteries+Sales+Services+Hire%2FRental+Bangalore/@12.942203,77.6246023,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15437e9c2b9b:0x7ab66d85ddff3180!8m2!3d12.942203!4d77.626791?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.942203,""lng"":77.626791}",2021-02-05T18:45:43.042Z,,,66,66,"[""https://lh5.googleusercontent.com/p/AF1QipNbn4RDWViDkf0enJJBVDyeWncwslstngnRe2Y=w1920-h1080-k-no""]"
Silver Gem Group,,3.4,Condominium complex,"5/1, 2-B, 2nd Floor, Rich Homes, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",,"5/1, 2-B, 2nd Floor, Rich Homes, Richmond Rd","5/1, 2-B, 2nd Floor, Rich Homes, Richmond Rd",Bengaluru,560025,Karnataka,IN,"XH8X+5X Bengaluru, Karnataka",silvergemgroup.com,096635 03380,,,,243,ChIJ79f-T9YVrjsRnV6eCgP27CY,"https://www.google.com/maps/place/Silver+Gem+Group/@12.9653817,77.597705,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15d64ffed7ef:0x26ecf6030a9e5e9d!8m2!3d12.9653817!4d77.5998937?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9653817,""lng"":77.5998937}",2021-02-05T18:45:48.734Z,,,7,7,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
CTAS (Corporate Trading And Services),,3.2,HVAC contractor,"No, 983, 20th Cross Rd, Sector 5, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",,"No, 983, 20th Cross Rd","No, 983, 20th Cross Rd",Bengaluru,560102,Karnataka,IN,"WJ6M+4C Bengaluru, Karnataka",ctasindia.com,080 4164 4292,,,,238,ChIJvfGu-ZIUrjsRiXF44j48cYU,"https://www.google.com/maps/place/CTAS+(Corporate+Trading+And+Services)/@12.9103287,77.6313149,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1492f9aef1bd:0x85713c3ee2787189!8m2!3d12.9103287!4d77.6335036?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9103287,""lng"":77.6335036}",2021-02-05T18:45:53.431Z,,,28,28,"[""https://lh5.googleusercontent.com/p/AF1QipOd_YfAEuBg_RM2jwsKxrvvK94Zvru7MsQ3aTR4=w1920-h1080-k-no""]"
Escube Air Conditioning PVT. LTD.,,4.8,Corporate office,"273, 1st Floor, 5th Main Rd, behind KFC, Manjunath Nagar, Bengaluru, Karnataka 560010",,"273, 1st Floor, 5th Main Rd, behind KFC","273, 1st Floor, 5th Main Rd, behind KFC",Bengaluru,560010,Karnataka,IN,"XGWW+PQ Bengaluru, Karnataka",escubeindia.net,080 2335 8988,,,,237,ChIJC4El8JA9rjsRc7DXJdBLPTA,"https://www.google.com/maps/place/Escube+Air+Conditioning+PVT.+LTD./@12.9967807,77.5447426,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d90f025810b:0x303d4bd025d7b073!8m2!3d12.9967807!4d77.5469313?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9967807,""lng"":77.5469313}",2021-02-05T18:45:59.803Z,,,9,9,"[""https://lh5.googleusercontent.com/p/AF1QipNSyf8KLB_noxL03YKyyoYmJ0mTCintEq_qbjSw=w1920-h1080-k-no""]"
LGAir conditioner repair center in Dasanayakanahalli,,,Air conditioning repair service,"Dasanayakanahalli, Bengaluru, Karnataka 562149",,,,Bengaluru,562149,Karnataka,IN,"4MFJ+JV Bengaluru, Karnataka",lg.com,,,,,242,ChIJvwXaVagbrjsRDsFsGCpS5Go,"https://www.google.com/maps/place/LGAir+conditioner+repair+center+in+Dasanayakanahalli/@13.1241063,77.6800555,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1ba855da05bf:0x6ae4522a186cc10e!8m2!3d13.1241063!4d77.6822442?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.1241063,""lng"":77.6822442}",2021-02-05T18:45:50.363Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Entriex Infraastructure Private Limited,,4.5,Interior fitting contractor,"63/1, 3rd floor, Balaji Arcade, green park Layout, Ramamurthy Nagar main, road, Banaswadi, Bengaluru, Karnataka 560043",,"63/1, 3rd floor, Balaji Arcade, green park Layout, Ramamurthy Nagar main, road","63/1, 3rd floor, Balaji Arcade, green park Layout, Ramamurthy Nagar main, road",Bengaluru,560043,Karnataka,IN,"2M76+79 Bengaluru, Karnataka",entriex.com,097312 11664,,,,234,ChIJF9hNoikRrjsRFmm7RZASJno,"https://www.google.com/maps/place/Entriex+Infraastructure+Private+Limited/@13.01325,77.6587393,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1129a24dd817:0x7a26129045bb6916!8m2!3d13.01325!4d77.660928?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.01325,""lng"":77.660928}",2021-02-05T18:46:10.666Z,,,31,31,"[""https://lh5.googleusercontent.com/p/AF1QipP3eSHtSXyIr71IHrazL5wUk9Bn4mrhcCA8Rjg=w1920-h1080-k-no""]"
Eurovigil-Electronic Security Solutions,,4.4,Security system supplier,"27, 2nd Floor, Opp HDFC Bank, 100 Feet Rd, Vivek Nagar, Chandra Reddy Layout, Bengaluru, Karnataka 560095",,"27, 2nd Floor, Opp HDFC Bank, 100 Feet Rd, Vivek Nagar, Chandra Reddy Layout","27, 2nd Floor, Opp HDFC Bank, 100 Feet Rd, Vivek Nagar, Chandra Reddy Layout",Bengaluru,560095,Karnataka,IN,"WJQJ+85 Bengaluru, Karnataka",eurovigil.in,095908 09878,,,,226,ChIJRfkEeUIUrjsRuOCYVZMb-Sg,"https://www.google.com/maps/place/Eurovigil-Electronic+Security+Solutions/@12.938334,77.6283023,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14427904f945:0x28f91b935598e0b8!8m2!3d12.938334!4d77.630491?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.938334,""lng"":77.630491}",2021-02-05T18:46:12.150Z,,,24,24,"[""https://lh5.googleusercontent.com/p/AF1QipMpVUT20isLIh8MDi-mfydBJwW7RWO9ZRVS55Kn=w1920-h1080-k-no""]"
EUROVIGIL -Electronic Security Solutions,,3.5,Security system supplier,"368, BDA 80 Feet Rd, Shantiniketan Layout, Arekere, Bengaluru, Karnataka 560076",,"368, BDA 80 Feet Rd","368, BDA 80 Feet Rd",Bengaluru,560076,Karnataka,IN,"VJM5+78 Bengaluru, Karnataka",eurovigil.in,099800 84009,,,,227,ChIJLfJMANYUrjsRjAdDAj2GAF8,"https://www.google.com/maps/place/EUROVIGIL+-Electronic+Security+Solutions/@12.8831593,77.6061382,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14d6004cf22d:0x5f00863d0243078c!8m2!3d12.8831593!4d77.6083269?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.8831593,""lng"":77.6083269}",2021-02-05T18:46:13.876Z,,,26,26,"[""https://lh5.googleusercontent.com/p/AF1QipNgGPeP0cAZJfOQcvkoHggW3ASCSGd9n25PdGYB=w1920-h1080-k-no""]"
MECHZEPHYR ENGINEERING,,5,Water Pump Supplier,"No 6/7, 2nd Floor , Parvath Arcade, 13th Cross Rd, near Haiku Honda showroom, Bengaluru, Karnataka 560017",,"No 6/7, 2nd Floor , Parvath Arcade, 13th Cross Rd, near Haiku Honda showroom","No 6/7, 2nd Floor , Parvath Arcade, 13th Cross Rd, near Haiku Honda showroom",Bengaluru,560017,Karnataka,IN,"XJ6P+F6 Bengaluru, Karnataka",,+1 900-805-6699,,,,225,ChIJe8G5OOATrjsRs9SDxOstcY0,"https://www.google.com/maps/place/MECHZEPHYR+ENGINEERING/@12.9612302,77.6333496,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae13e038b9c17b:0x8d712debc483d4b3!8m2!3d12.9612302!4d77.6355383?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9612302,""lng"":77.6355383}",2021-02-05T18:46:16.598Z,,,10,10,"[""https://lh5.googleusercontent.com/p/AF1QipOkm3lFRJB9fltHX9KYlo_zvCCCabFgL8ngH1sq=w1920-h1080-k-no""]"
Ac Manufacturers,,,,"No.77, Mission Rd, Sampangiram Nagar, Bengaluru, Karnataka 560027",,"No.77, Mission Rd","No.77, Mission Rd",Bengaluru,560027,Karnataka,IN,"XH7R+2G Bengaluru, Karnataka",,,,,,231,ChIJeRQ9RtkVrjsRfb2uBYfAaTU,"https://www.google.com/maps/place/Ac+Manufacturers/@12.9625462,77.5891771,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15d9463d1479:0x3569c08705aebd7d!8m2!3d12.9625462!4d77.5913658?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9625462,""lng"":77.5913658}",2021-02-05T18:46:06.745Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
N Air Systems,,4.7,Manufacturer,"​# 59/3D2, Cheemasandra Village, Virgonagar Post, Between Muneshwara School and Poorna Pragya School, Bengaluru, Karnataka 560049",,"​# 59/3D2, Cheemasandra Village, Virgonagar Post, Between Muneshwara School and Poorna Pragya School","​# 59/3D2, Cheemasandra Village, Virgonagar Post, Between Muneshwara School and Poorna Pragya School",Bengaluru,560049,Karnataka,IN,"2PQM+XX Bengaluru, Karnataka",,,,,,212,ChIJ-29nhRAQrjsRt-8cOQIgbAg,"https://www.google.com/maps/place/N+Air+Systems/@13.0399686,77.7328045,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae101085676ffb:0x86c2002391cefb7!8m2!3d13.0399686!4d77.7349932?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.0399686,""lng"":77.7349932}",2021-02-05T18:46:28.589Z,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipPmhOu0toOd5ZfCMSSc8da8OilFSAi3v8GPdKFc=w1920-h1080-k-no""]"
V Cool Systems,,5,Manufacturer,"5/1, Oil Mill Road, Arvind Nagar, Ayappa Temple Road, 11th Cross Rd, near Jyothi School, Bengaluru, Karnataka",,"5/1, Oil Mill Road, Arvind Nagar, Ayappa Temple Road, 11th Cross Rd, near Jyothi School","5/1, Oil Mill Road, Arvind Nagar, Ayappa Temple Road, 11th Cross Rd, near Jyothi School",Bengaluru,,Karnataka,IN,"2J7J+MP Bengaluru, Karnataka",vcoolsystems.in,080 3966 4911,,,,220,ChIJVe8MFOAWrjsR031UfnhCT24,"https://www.google.com/maps/place/V+Cool+Systems/@13.0141791,77.6296303,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16e0140cef55:0x6e4f42787e547dd3!8m2!3d13.0141791!4d77.631819?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.0141791,""lng"":77.631819}",2021-02-05T18:46:29.475Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
CG AIRTECH,,4.3,HVAC contractor,"#80, Ground Floor,5th Cross, Ganga Block, Sai Shekti Layout, Bettadasanapura,, Bengaluru, Karnataka 560014",,"#80, Ground Floor,5th Cross, Ganga Block, Sai Shekti Layout, Bettadasanapura,","#80, Ground Floor,5th Cross, Ganga Block, Sai Shekti Layout, Bettadasanapura,",Bengaluru,560014,Karnataka,IN,"RJWG+WW Bengaluru, Karnataka",cgairtech.com,096862 01267,,,,208,ChIJe3wlUxJrrjsRmYs3L4tV3qc,"https://www.google.com/maps/place/CG+AIRTECH/@12.8472738,77.6251468,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6b1253257c7b:0xa7de558b2f378b99!8m2!3d12.8472738!4d77.6273355?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.8472738,""lng"":77.6273355}",2021-02-05T18:46:35.784Z,,,14,14,"[""https://lh5.googleusercontent.com/p/AF1QipNNpTFkMOONSmfMZyd7yrVC0Ae6Jws_BDYpUyUt=w1920-h1080-k-no""]"
Unikelvin Ventures Pvt Ltd,,4.9,HVAC contractor,"#60/A, 1st Floor, Bommasandra Link Road, Above Vaibhav Veg, next to Karnataka Bank, Bommasandra Industrial Area, Bengaluru, Karnataka 560099",,"#60/A, 1st Floor, Bommasandra Link Road, Above Vaibhav Veg, next to Karnataka Bank","#60/A, 1st Floor, Bommasandra Link Road, Above Vaibhav Veg, next to Karnataka Bank",Bengaluru,560099,Karnataka,IN,"RM7M+GC Bengaluru, Karnataka",unikelvin.com,,,,,210,ChIJyVPFSpptrjsRmhRbhG_upiU,"https://www.google.com/maps/place/Unikelvin+Ventures+Pvt+Ltd/@12.8138097,77.6814303,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6d9a4ac553c9:0x25a6ee6f845b149a!8m2!3d12.8138097!4d77.683619?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.8138097,""lng"":77.683619}",2021-02-05T18:46:41.599Z,,,164,164,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Onida Top Loading Air Conditioner - Fully Automatic Repair Center in Gulimangal,,,Appliance repair service,"Singena Agrahara Rd, Gulimangala, Bengaluru, Karnataka 560100",,Singena Agrahara Rd,Singena Agrahara Rd,Bengaluru,560100,Karnataka,IN,"RPQ3+J6 Bengaluru, Karnataka",onida.com,,,,,221,ChIJ0R4ZWyFtrjsRPGs01XFa6NA,"https://www.google.com/maps/place/Onida+Top+Loading+Air+Conditioner+-+Fully+Automatic+Repair+Center+in+Gulimangal/@12.8390841,77.7008358,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6d215b191ed1:0xd0e85a71d5346b3c!8m2!3d12.8390841!4d77.7030245?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.8390841,""lng"":77.7030245}",2021-02-05T18:46:29.082Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
New K C Industries,,,Manufacturer,"# 22/14 & 15, Srirama Layout, Thigalarapalya Main Road, Karihobanahalli, near Peenya 2nd Stage, Bengaluru, Karnataka 560058",,"# 22/14 & 15, Srirama Layout, Thigalarapalya Main Road, Karihobanahalli, near Peenya 2nd Stage","# 22/14 & 15, Srirama Layout, Thigalarapalya Main Road, Karihobanahalli, near Peenya 2nd Stage",Bengaluru,560058,Karnataka,IN,,newkcindustries.com,077959 63383,,,,217,ChIJ09ZZsYw8rjsRdm0yVPvOzgw,"https://www.google.com/maps/place/New+K+C+Industries/@13.0141381,77.4840139,15z/data=!3m1!4b1!4m5!3m4!1s0x3bae3c8cb159d6d3:0xccecefb54326d76!8m2!3d13.0141382!4d77.4927687?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.0141382,""lng"":77.4927687}",2021-02-05T18:46:37.230Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Aura air systems,,,Manufacturer,"#242, 24th Main Rd, Marenahalli, Anjanapura 5th Block, Jayanagar, Bengaluru, Karnataka 560108",,"#242, 24th Main Rd","#242, 24th Main Rd",Bengaluru,560108,Karnataka,IN,"WH8P+R7 Bengaluru, Karnataka",auraairsystems.com,099868 61162,,,,224,ChIJeyxF77wVrjsRueEyH5qKsaM,"https://www.google.com/maps/place/Aura+air+systems/@12.9170017,77.5835598,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15bcef452c7b:0xa3b18a9a1f32e1b9!8m2!3d12.9170017!4d77.5857485?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9170017,""lng"":77.5857485}",2021-02-05T18:46:37.684Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
SRP Enviro System Pvt. Ltd,,5,HVAC contractor,"No 266, 3rd Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034",,"No 266, 3rd Cross Rd","No 266, 3rd Cross Rd",Bengaluru,560034,Karnataka,IN,"WJHP+FR Bengaluru, Karnataka",,,,,,206,ChIJy_gpxN8VrjsR70eqcrMgJ74,"https://www.google.com/maps/place/SRP+Enviro+System+Pvt.+Ltd/@12.9286469,77.6349063,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15dfc429f8cb:0xbe2720b372aa47ef!8m2!3d12.9286469!4d77.637095?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.9286469,""lng"":77.637095}",2021-02-05T18:46:55.258Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
NN Aircon Systems Pvt Ltd,,4.2,Back Office,"#229, 9th Main, Hennur Road, Banaswadi Layout, First Block, Kalyan Nagar, Bengaluru, Karnataka 560043",,"#229, 9th Main, Hennur Road, Banaswadi Layout, First Block, Kalyan Nagar","#229, 9th Main, Hennur Road, Banaswadi Layout, First Block, Kalyan Nagar",Bengaluru,560043,Karnataka,IN,"2J8W+HR Bengaluru, Karnataka",,080 4115 3612,,,,207,ChIJsbGEjSkXrjsRlBJvogVkZuU,"https://www.google.com/maps/place/NN+Aircon+Systems+Pvt+Ltd/@13.0164263,77.644833,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17298d84b1b1:0xe5666405a26f1294!8m2!3d13.0164263!4d77.6470217?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.0164263,""lng"":77.6470217}",2021-02-05T18:46:57.981Z,,,25,25,"[""https://lh5.googleusercontent.com/p/AF1QipOHCKl7tpp7ELhU9C-hCuinY2D7SKVR6455nMES=w1920-h1080-k-no""]"
HMX (A Business Unit of A.T.E. Enterprises Private Limited),,4.2,Manufacturer,"A 422, 1st Main, 1st Stage, Peenya Industrial Area, Tumakuru Road, Bengaluru, Karnataka 560058",,"A 422, 1st Main, 1st Stage, Peenya Industrial Area, Tumakuru Road","A 422, 1st Main, 1st Stage, Peenya Industrial Area, Tumakuru Road",Bengaluru,560058,Karnataka,IN,"2GQC+28 Bengaluru, Karnataka",ategroup.com,080 2372 2325,,,,205,ChIJkR1EpSY9rjsR90EA4E1LTGA,"https://www.google.com/maps/place/HMX+(A+Business+Unit+of+A.T.E.+Enterprises+Private+Limited)/@13.037519,77.5186523,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d26a5441d91:0x604c4b4de00041f7!8m2!3d13.037519!4d77.520841?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.037519,""lng"":77.520841}",2021-02-05T18:46:58.179Z,,,11,11,"[""https://lh5.googleusercontent.com/p/AF1QipOZi-FUwSVVIYJyR5VelX-tCVb2FVufTb9yuMQx=w1920-h1080-k-no""]"
VTS TF Air Systems Private Limited,,4.8,Corporate office,"#2150. 17th Main, 2nd Cross Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",,"#2150. 17th Main, 2nd Cross Rd","#2150. 17th Main, 2nd Cross Rd",Bengaluru,560008,Karnataka,IN,"XJ7V+RG Bengaluru, Karnataka",vtsgroup.com,080 4852 6681,,,,203,ChIJqRDzZgMUrjsRQTNSz5TIiL0,"https://www.google.com/maps/place/VTS+TF+Air+Systems+Private+Limited/@12.964551,77.6416767,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae140366f310a9:0xbd88c894cf523341!8m2!3d12.964551!4d77.6438654?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.964551,""lng"":77.6438654}",2021-02-05T18:47:08.337Z,,,12,12,"[""https://lh5.googleusercontent.com/p/AF1QipNB47AEIwSluGR70G5zjHTHVblQvgqfkPXs0xvv=w1920-h1080-k-no""]"
EUROVIGIL - Electronic Security Solutions,,3.6,Security system supplier,"3rd Cross No.1,2nd floor, Kempe Gowda Underpass Rd, Dooravani Nagar, Bengaluru, Karnataka 560016",,"3rd Cross No.1,2nd floor, Kempe Gowda Underpass Rd","3rd Cross No.1,2nd floor, Kempe Gowda Underpass Rd",Bengaluru,560016,Karnataka,IN,"2M69+44 Bengaluru, Karnataka",eurovigil.in,099800 84009,,,,204,ChIJ8x2FfyYRrjsRV-capAbDh70,"https://www.google.com/maps/place/EUROVIGIL+-+Electronic+Security+Solutions/@13.010311,77.6655953,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae11267f851df3:0xbd87c306a41ae757!8m2!3d13.010311!4d77.667784?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.010311,""lng"":77.667784}",2021-02-05T18:47:08.292Z,,,11,11,"[""https://lh5.googleusercontent.com/p/AF1QipNqkVVmqPHn3G7bVlU8hZ8O98DE8D33eiZuIBNQ=w1920-h1080-k-no""]"
SJP Air Systems,,4.8,Window installation service,"#211, Munegowda Road, Nagayana Palya, Maruthi Seva Nagar., Bengaluru, Karnataka 560033",,"#211, Munegowda Road, Nagayana Palya, Maruthi Seva Nagar.","#211, Munegowda Road, Nagayana Palya, Maruthi Seva Nagar.",Bengaluru,560033,Karnataka,IN,"2J3P+6V Bengaluru, Karnataka",,094482 75953,,,,191,ChIJ_5h9rcQWrjsRALynPY3tqEM,"https://www.google.com/maps/place/SJP+Air+Systems/@13.0030903,77.6349476,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16c4ad7d98ff:0x43a8ed8d3da7bc00!8m2!3d13.0030903!4d77.6371363?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.0030903,""lng"":77.6371363}",2021-02-05T18:47:13.290Z,,,4,4,"[""https://lh3.googleusercontent.com/02CRzxuLamcw5xKG2ddwGsUtccJpFgqNn1gzefmFrvtg299hYmISpwQZXB_1LZ-X=w1920-h1080-k-no""]"
UTK INDIA,,,HVAC contractor,"12th cross Wilson garden, Near bus stop above kosmattam finance, Bengaluru, Karnataka 560027",,"12th cross Wilson garden, Near bus stop above kosmattam finance","12th cross Wilson garden, Near bus stop above kosmattam finance",Bengaluru,560027,Karnataka,IN,"WHWX+V6 Bengaluru, Karnataka",,073489 86235,,,,189,ChIJDa2_XsgVrjsR5DLa26D31VM,"https://www.google.com/maps/place/UTK+INDIA/@12.947171,77.5958723,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15c85ebfad0d:0x53d5f7a0dbda32e4!8m2!3d12.947171!4d77.598061?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.947171,""lng"":77.598061}",2021-02-05T18:47:11.608Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Zeco Aircon Industries Private Limited,,5,Manufacturer,"Pristige Court, Flat No 202, 2nd Floor, K H Road (Double Road), Bengaluru, 560027",,"Pristige Court, Flat No 202, 2nd Floor, K H Road (Double Road)","Pristige Court, Flat No 202, 2nd Floor, K H Road (Double Road)",Bengaluru,560027,Karnataka,IN,"XH5V+32 Bengaluru, Karnataka",zecoaircon.com,080 2532 0604,,,,182,ChIJay_SF9sVrjsRhOt47uKCYO0,"https://www.google.com/maps/place/Zeco+Aircon+Industries+Private+Limited/@12.9577364,77.5904207,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15db17d22f6b:0xed6082e2ee78eb84!8m2!3d12.957738!4d77.5926021?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":12.957738,""lng"":77.5926021}",2021-02-05T18:47:29.939Z,,,2,2,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
TEJAL INDIA,,,HVAC contractor,"3rd Floor Orian East Mall, Dodda Banaswadi Main Rd, near ITC, Bengaluru, Karnataka",,"3rd Floor Orian East Mall, Dodda Banaswadi Main Rd, near ITC","3rd Floor Orian East Mall, Dodda Banaswadi Main Rd, near ITC",Bengaluru,,Karnataka,IN,,tejalindia.com,,,,,184,ChIJHXNGqNAWrjsRjvUCyib_pZo,"https://www.google.com/maps/place/TEJAL+INDIA/@13.0084667,77.6072479,13z/data=!3m1!4b1!4m5!3m4!1s0x3bae16d0a846731d:0x9aa5ff26ca02f58e!8m2!3d13.008469!4d77.6422675?hl=en","https://www.google.com/maps/search/Air+Conditioning+System+Supplier+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning System Supplier in Bangalore,"{""lat"":13.008469,""lng"":77.6422675}",2021-02-05T18:47:25.149Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
